Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate
NWSA,Common Stock,News Corp A,"News Corp (NWSA) is a leading global media conglomerate with a diverse portfolio that spans digital real estate information, news media, and publishing. The company operates renowned brands that are synonymous with quality journalism and compelling content delivery across both traditional and digital channels. With a strong focus on integrating innovative technology, particularly in the real estate sector, News Corp is strategically positioned to adapt to and capitalize on shifts in the media landscape, enhancing audience engagement and driving future growth. Its commitment to high-quality content and technological advancements underscores its competitive advantage in a dynamic industry.",1564708,NASDAQ,USD,USA,COMMUNICATION SERVICES,ENTERTAINMENT,"1211 AVENUE OF THE AMERICAS, NEW YORK, NY, UNITED STATES, 10036",https://newscorp.com,June,2025-09-30,15332725000,1148000000,31.51,2.124,15.44,0.2,0.0076,0.83,15.0,0.138,0.104,0.0374,0.0703,8500000000,4808000000,0.83,-0.052,0.023,37.54,2,5,2,0,0,31.51,34.13,1.804,1.687,1.888,11.22,0.97,31.61,23.3,27.86,28.17,372449000,496616000,0.072,107.141,2025-10-08,2025-09-10
NWS,Common Stock,News Corp B,"News Corp B is a leading American media and publishing conglomerate, recognized for its expansive portfolio that encompasses digital real estate, news media, book publishing, and cable television. With renowned brands like The Wall Street Journal and HarperCollins, the company adeptly reaches and engages diverse audiences through quality content and innovative digital offerings. Positioned at the forefront of the dynamic media landscape, News Corp B is poised to leverage evolving industry trends for growth while enhancing shareholder value in a digital-forward era. Committed to journalistic integrity and innovation, the company aims to effectively inform and connect with consumers while strategically strengthening its market footprint.",1564708,NASDAQ,USD,USA,COMMUNICATION SERVICES,ENTERTAINMENT,"1211 AVENUE OF THE AMERICAS, NEW YORK, NY, UNITED STATES, 10036",https://newscorp.com,June,2025-09-30,15327389000,1148000000,35.61,2.233,15.44,0.2,0.0067,0.83,15.0,0.138,0.104,0.0374,0.0703,8500000000,4808000000,0.83,-0.052,0.023,29,2,5,2,0,0,35.61,38.61,1.803,1.907,1.888,11.22,0.97,35.47,26.17,31.37,32.2,186746000,496616000,34.005,46.066,2025-10-08,2025-09-10
NKE,Common Stock,Nike Inc,"Nike, Inc. is the premier global athletic brand based in Beaverton, Oregon, renowned for its cutting-edge footwear, apparel, and sporting equipment. As the largest supplier in its category, Nike harnesses a potent combination of brand equity and innovative marketing to uphold its market leadership. The company is dedicated to sustainability and technological innovation, consistently improving its product line and enhancing customer loyalty across a wide range of demographics. With a strong global supply chain and a focus on expanding digital sales, Nike is strategically poised to leverage emerging trends in both the athletic and lifestyle markets, ensuring continued growth and dominance in the industry.",320187,NYSE,USD,USA,CONSUMER CYCLICAL,FOOTWEAR & ACCESSORIES,"ONE BOWERMAN DRIVE, BEAVERTON, OR, UNITED STATES, 97005-6453",https://www.nike.com,May,2025-08-31,97605632000,4197000000,33.95,2.717,9.12,1.6,0.0242,1.89,31.39,0.0623,0.0791,0.0569,0.211,46440002000,19476001000,1.89,-0.3,0.011,83.7,6,18,14,1,1,33.95,40.82,2.102,7.25,2.155,23.6,1.293,81.04,51.66,68.49,68.61,1189314000,1171696000,1.410,82.599,2025-10-01,2025-09-02
NI,Common Stock,NiSource Inc,"NiSource Inc. is a prominent regulated utility company based in Merrillville, Indiana, providing essential natural gas and electricity services to approximately 4 million customers across the Midwest and Northeast United States. The company is dedicated to sustainability and infrastructure modernization, actively pursuing cleaner energy solutions to enhance service reliability and safety in response to changing regulatory landscapes. With a focus on innovation and community engagement, NiSource is well-positioned to capitalize on emerging opportunities in the energy sector, aiming to deliver long-term value for its stakeholders while supporting regional economic growth.",1111711,NYSE,USD,USA,UTILITIES,UTILITIES - REGULATED GAS,"801 EAST 86TH AVENUE, MERRILLVILLE, IN, UNITED STATES, 46410",https://www.nisource.com,December,2025-09-30,20330070000,2755500000,22.57,2.445,19.11,1.12,0.0261,1.9,13.45,0.142,0.229,0.0331,0.0907,6327100000,3215500000,1.9,0.057,0.183,45.3,2,8,2,0,1,22.57,21.28,3.213,2.23,5.69,12.4,0.63,44.58,34.39,42.55,40.59,473233000,475487000,0.266,96.734,2025-11-20,2025-10-31
NDSN,Common Stock,Nordson Corporation,"Nordson Corporation (NDSN) is a leading provider of precision technology solutions, specializing in the dispensing, application, and control of materials including adhesives, coatings, and polymers. Headquartered in Westlake, Ohio, Nordson has a robust global presence, serving a diverse range of industries that rely on its innovative products to optimize manufacturing processes. The company's strong commitment to research and development has enabled it to maintain a competitive edge in quality and efficiency, making it a compelling investment opportunity for institutional investors looking to capitalize on growth in the industrial and manufacturing sectors.",72331,NASDAQ,USD,USA,INDUSTRIALS,SPECIALTY INDUSTRIAL MACHINERY,"28601 CLEMENS ROAD, WESTLAKE, OH, UNITED STATES, 44145-4551",https://www.nordson.com,October,2025-07-31,13095856000,838914000,29.33,1.729,53.07,3.12,0.0134,7.85,48.95,0.163,0.265,0.0769,0.156,2784349000,1519141000,7.85,0.088,0.121,257.3,1,5,5,0,0,29.33,21.1,4.703,4.395,5.45,18.52,1.019,262.94,163.83,230.43,213.99,56186000,50158000,5.603,78.972,2025-09-25,2025-09-11
NOC,Common Stock,Northrop Grumman Corporation,"Northrop Grumman Corporation (NYSE: NOC) is a premier aerospace and defense technology firm, delivering innovative systems and solutions that support the U.S. government and allied nations. The company's diverse capabilities include autonomous systems, cybersecurity, C4ISR, and space solutions, positioning it as a pivotal player in enhancing national security and driving technological advancement. With a strong emphasis on engineering excellence and sustainability, Northrop Grumman continues to provide mission-critical capabilities that meet the evolving challenges of a dynamic global landscape.",1133421,NYSE,USD,USA,INDUSTRIALS,AEROSPACE & DEFENSE,"2980 FAIRVIEW PARK DRIVE, FALLS CHURCH, VA, UNITED STATES, 22042",https://www.northropgrumman.com,December,2025-09-30,79637799000,6577000000,20.08,3.606,111.97,8.74,0.0157,27.79,283.78,0.0982,0.132,0.0653,0.262,40928002000,7949000000,27.79,0.096,0.043,664.83,2,8,10,0,0,20.08,19.12,1.946,4.981,2.312,13.5,0.044,640.9,420.66,590.26,529.63,142720000,142323000,0.220,85.298,2025-09-17,2025-09-02
NCLH,Common Stock,Norwegian Cruise Line Holdings Ltd,"Norwegian Cruise Line Holdings Ltd. (NCLH) is a prominent global cruise operator based in Miami, Florida, renowned for its diverse fleet that meets various customer preferences across North America, Europe, and the Asia-Pacific. Operating under three distinguished brands—Norwegian Cruise Line, Oceania Cruises, and Regent Seven Seas Cruises—NCLH effectively targets multiple market segments while emphasizing exceptional guest service and innovative cruising experiences. As the cruise industry continues to recover, the company's commitment to sustainability and enhancing guest satisfaction positions it for substantial growth and profitability in the competitive hospitality landscape.",1513761,NYSE,USD,USA,CONSUMER CYCLICAL,TRAVEL SERVICES,"7665 CORPORATE CENTER DRIVE, MIAMI, FL, UNITED STATES, 33126",https://www.nclhltd.com,December,2025-09-30,8449580000,2542864000,13.35,0.391,4.817,None,None,1.37,21.8,0.0685,0.255,0.0473,0.399,9692558000,4069335000,1.37,-0.096,0.047,28.31,3,13,7,0,0,13.35,7.36,0.872,3.853,2.353,9.04,2.101,29.29,14.21,23.34,21.72,455257000,451574000,0.353,79.586,None,None
NRG,Common Stock,NRG Energy Inc.,"NRG Energy, Inc. is a prominent integrated energy company based in Houston, Texas, dedicated to delivering innovative and sustainable energy solutions. Since its establishment as an independent entity in 2000, NRG has developed a diverse portfolio of power generation assets that includes both traditional fossil fuels and renewable energy sources, underscoring its commitment to the energy transition. The company prioritizes enhancing customer experiences and operational efficiencies while playing a vital role in advancing the energy market toward cleaner and more reliable options. Through strategic investments in cutting-edge technologies and infrastructure, NRG Energy aims to lead the evolution of energy delivery for consumers and communities nationwide.",1013871,NYSE,USD,USA,UTILITIES,UTILITIES - INDEPENDENT POWER PRODUCERS,"910 LOUISIANA STREET, HOUSTON, TX, UNITED STATES, 77002",https://www.nrg.com,December,2025-09-30,31840889000,3646000000,24.8,1.258,6.87,1.76,0.0106,6.66,150.59,0.0484,0.0553,0.0681,0.642,29778999000,6477000000,6.66,0.563,0.057,198.38,2,7,3,1,0,24.8,19.01,1.069,24.12,1.473,11.56,1.25,180.08,78.84,165.95,138.74,191639000,190560000,0.834,97.610,2025-11-17,2025-11-03
NUE,Common Stock,Nucor Corp,"Nucor Corporation (NUE), based in Charlotte, North Carolina, is the leading steel producer in the United States and a pioneer in sustainable steelmaking practices. As the largest recycler of steel in North America, the company leverages advanced electric arc furnace technology across its extensive network of mini-mills, substantially lowering its carbon footprint. With a diverse range of products, including rebar, beams, and sheet steel, Nucor serves various industries, underscoring its significant role in the global steel sector. Nucor's impressive financial metrics and strategic growth investments demonstrate its commitment to delivering robust returns to shareholders while prioritizing environmental responsibility.",73309,NYSE,USD,USA,BASIC MATERIALS,STEEL,"1915 REXFORD ROAD, CHARLOTTE, NC, UNITED STATES, 28211",https://www.nucor.com,December,2025-09-30,33820731000,3977000000,20.76,0.75,90.75,2.2,0.0151,7.12,137.52,0.0519,0.104,0.0455,0.0901,31883000000,3661000000,7.12,1.505,0.145,169.08,3,9,2,0,0,20.76,13.55,1.061,1.607,1.175,9.13,1.867,155.83,96.79,140.49,131.91,228859000,220601000,3.269,76.605,2025-11-10,2025-09-30
NVDA,Common Stock,NVIDIA Corporation,"NVIDIA Corporation is a prominent American multinational technology firm based in Santa Clara, California, recognized for its leadership in the design and manufacturing of advanced graphics processing units (GPUs) for gaming and professional markets. The company is at the cutting edge of AI and visual computing technologies, developing critical solutions such as System on a Chip (SoC) products that enhance mobile computing and automotive applications, particularly in the expanding field of autonomous driving. With a diverse portfolio that encompasses gaming, data centers, and AI infrastructure, NVIDIA is committed to delivering innovative products and services that meet the demands of a dynamic technology landscape.",1045810,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"2788 SAN TOMAS EXPRESSWAY, SANTA CLARA, CA, UNITED STATES, 95051",https://www.nvidia.com,January,2025-07-31,4630069117000,98280997000,53.12,0.821,4.113,0.04,0.0002,3.58,6.75,0.524,0.608,0.531,1.094,165217993000,115399999000,3.58,0.612,0.556,232.79,10,49,4,1,0,53.12,28.33,28.02,45.44,27.27,43.66,2.269,212.19,86.61,185.61,151.19,24347000000,23327757000,4.323,69.072,2025-10-02,2025-09-11
NVR,Common Stock,NVR Inc,"NVR, Inc. is a leading residential construction company that specializes in the development and sale of single-family homes, townhomes, and condominiums predominantly along the East Coast of the United States. In addition to its homebuilding segment, NVR also provides integrated mortgage banking and title services, enhancing the overall experience for homebuyers. With a strong emphasis on quality construction and customer satisfaction, NVR has established a significant foothold in the housing market, adeptly navigating economic cycles and shifting consumer preferences. The company’s strategic focus on customer service and innovative business practices positions it for sustained growth and resilience in a competitive landscape.",906163,NYSE,USD,USA,CONSUMER CYCLICAL,RESIDENTIAL CONSTRUCTION,"PLAZA AMERICA TOWER I, RESTON, VA, UNITED STATES, 20190",https://www.nvrinc.com,December,2025-09-30,19872150000,1915859000,16.0,4.886,1386.54,None,None,454.49,3580.5,0.136,0.171,0.189,0.348,10582633000,2505076000,454.49,-0.139,-0.049,8533.33,0,1,4,0,0,16.0,18.05,1.878,4.998,1.803,9.85,1.009,9376.75,6562.85,7750.32,7516.42,2732700,2794900,5.209,90.409,None,None
NXPI,Common Stock,NXP Semiconductors NV,"NXP Semiconductors N.V., headquartered in Eindhoven, Netherlands, is a premier global semiconductor manufacturer specializing in secure connectivity solutions across automotive, industrial, and consumer markets. As a leader in innovation for the Internet of Things (IoT) and automotive safety, NXP is well-positioned to capitalize on the surging demand for connected devices. Its extensive product portfolio, which includes embedded processors, microcontrollers, and RF amplifiers, underpins its ability to drive advancements in next-generation technologies. The company's strong commitment to sustainability and operational excellence further solidifies its competitive advantage in the fast-paced semiconductor industry.",1413447,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"60 HIGH TECH CAMPUS, EINDHOVEN, NETHERLANDS, 5656 AG",https://www.nxp.com,December,2025-09-30,50641940000,3996000000,24.89,1.101,39.84,4.056,0.0202,7.92,47.58,0.171,0.282,0.0789,0.209,12045000000,6673000000,7.92,-0.111,-0.024,258.43,7,20,5,0,0,24.89,14.64,4.204,5.04,4.919,15.09,1.463,251.86,146.73,217.52,211.7,251674000,251252000,0.131,98.908,2025-10-08,2025-09-17
ORLY,Common Stock,O’Reilly Automotive Inc,"O'Reilly Automotive Inc. is a premier retailer in the U.S. automotive aftermarket, offering an extensive selection of auto parts, tools, and accessories tailored for both professional mechanics and DIY consumers. Boasting a strong national footprint and a sophisticated distribution network, O'Reilly effectively meets the diverse demands of its customer base, ensuring prompt product availability. The company's dedication to innovation and exceptional customer service fortifies its competitive edge while driving sustained revenue growth within the vehicle maintenance sector. This strategic focus on operational efficiency and profitability makes O'Reilly Automotive a compelling investment opportunity within the retail landscape.",898173,NASDAQ,USD,USA,CONSUMER CYCLICAL,AUTO PARTS,"233 SOUTH PATTERSON AVENUE, SPRINGFIELD, MO, UNITED STATES, 65802-2298",https://www.oreillyauto.com,December,2025-09-30,83397485000,3869546000,34.19,2.192,-1.056,None,None,2.89,20.39,0.142,0.207,0.137,0.586,17463280000,8989001000,2.89,0.126,0.078,110,4,17,5,1,0,34.19,29.41,4.776,210.18,5.22,23.49,0.621,108.72,78.3,101.37,95.1,844104000,836043000,0.766,89.622,None,None
