Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,OfficialSite,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,AnalystRatingStrongBuy,AnalystRatingBuy,AnalystRatingHold,AnalystRatingSell,AnalystRatingStrongSell,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,SharesFloat,PercentInsiders,PercentInstitutions,DividendDate,ExDividendDate,ticker,ingest_timestamp
SYY,Common Stock,Sysco Corporation,"Sysco Corporation (SYY) is a premier American multinational leader in food distribution and marketing, catering to a varied clientele that includes restaurants, healthcare facilities, educational institutions, and hospitality businesses. Based in Houston, Texas, Sysco boasts an extensive logistical network, allowing for efficient delivery of high-quality products and services tailored specifically for the diverse needs of the foodservice sector. With a steadfast commitment to innovation and sustainability, Sysco not only streamlines supply chains but also enhances the operational success of its partners by providing comprehensive food solutions that adapt to the dynamic demands of a competitive marketplace.",96021,NYSE,USD,USA,CONSUMER DEFENSIVE,FOOD DISTRIBUTION,"1390 ENCLAVE PARKWAY, HOUSTON, TX, UNITED STATES, 77077-2099",https://www.sysco.com,June,2025-09-30,35948098000,4462000000,20.03,1.13,4.319,2.1,0.028,3.73,169.2,0.0221,0.0418,0.0831,0.835,82034000000,15117000000,3.73,0,0.032,86.94,2,8,9,0,0,20.03,16.29,0.438,17.31,0.604,12.06,0.623,83.12,66.22,78.8,75.83,478861000,477420000,0.197,89.971,2026-01-23,2026-01-02,SYY,2025-11-16 08:04:03.937619
TMUS,Common Stock,T-Mobile US Inc,"T-Mobile US, Inc. is a prominent American wireless network operator and a key contender in the telecommunications sector, headquartered in Bellevue, Washington, and Overland Park, Kansas. Known for its innovative services and customer-centric approach, T-Mobile has effectively differentiated itself through aggressive pricing strategies and cutting-edge 5G network deployment, enabling it to capture a significant share of the growing mobile connectivity market. The company's robust infrastructure and commitment to technological advancement not only enhance service offerings but also position T-Mobile for sustained growth and value creation for its shareholders in an increasingly competitive landscape.",1283699,NASDAQ,USD,USA,COMMUNICATION SERVICES,TELECOM SERVICES,"12920 SE 38TH STREET, BELLEVUE, WA, UNITED STATES, 98006-1350",https://www.t-mobile.com,December,2025-09-30,241686921000,32562999000,20.84,0.8,54.07,3.66,0.0171,10.37,75.37,0.138,0.222,0.0574,0.19,85846999000,54749000000,10.37,-0.077,0.089,275,7,13,7,1,0,20.84,17.45,2.815,3.996,4.18,11.22,0.435,274.51,199.41,226.4,242.58,1118507000,531503000,56.479,41.891,2025-12-11,2025-11-26,TMUS,2025-11-16 08:04:04.496775
TROW,Common Stock,T. Rowe Price Group Inc,"T. Rowe Price Group, Inc. is a leading American investment management firm distinguished for its comprehensive range of financial services, including mutual funds, advisory services, and tailored retirement solutions aimed at both individual and institutional investors. The firm is dedicated to active portfolio management and employs a disciplined investment approach, which has earned it a reputable history of consistent performance across various asset classes. T. Rowe Price emphasizes innovative investment strategies and in-depth market insights, ensuring it remains a trusted partner for clients seeking to effectively navigate the complexities of the financial markets.",1113169,NASDAQ,USD,USA,FINANCIAL SERVICES,ASSET MANAGEMENT,"1307 POINT STREET, BALTIMORE, MD, UNITED STATES, 21231",https://www.troweprice.com,December,2025-09-30,22635543000,2803500000,11.1,4.753,49.45,5.05,0.0487,9.16,32.6,0.289,0.355,0.101,0.187,7205200000,3702600000,9.16,0.087,0.06,110.38,0,0,10,1,3,11.1,9.98,3.142,2.053,2.64,6.44,1.54,119.69,75.88,104.02,100.12,218237000,213180000,1.721,82.070,2025-12-30,2025-12-15,TROW,2025-11-16 08:04:05.054585
TTWO,Common Stock,Take-Two Interactive Software Inc,"Take-Two Interactive Software Inc. is a prominent American video game holding company based in New York City, renowned for its iconic franchises, including Grand Theft Auto and NBA 2K. Operating through its distinguished publishing labels, Rockstar Games and 2K, the company harnesses a network of innovative development studios, driving creativity and excellence in gaming. Take-Two’s strategic focus on delivering immersive experiences across various platforms positions it advantageously within the expanding interactive entertainment market. Its ongoing investments in franchise development and commitment to high-quality content reinforce its robust growth trajectory and competitive standing in the gaming industry.",946581,NASDAQ,USD,USA,COMMUNICATION SERVICES,ELECTRONIC GAMING & MULTIMEDIA,"110 WEST 44TH STREET, NEW YORK, NY, UNITED STATES, 10036",https://www.take2games.com,March,2025-09-30,43894211000,768500000,None,9.65,18.58,None,None,-22.77,34.64,-0.643,-0.055,-0.0063,-0.866,6219900000,3703200000,-22.77,-0.497,0.311,277.02,3,22,2,1,0,-,96.15,7.06,12.65,7.21,63.79,0.954,264.79,177.09,251.73,229.67,184779000,172465000,1.373,96.772,None,None,TTWO,2025-11-16 08:04:05.616117
TPR,Common Stock,Tapestry Inc,"Tapestry, Inc. is a prominent American multinational luxury fashion holding company headquartered in New York City. The company operates a diverse portfolio of iconic brands, including Coach New York, Kate Spade New York, and Stuart Weitzman, each known for its unique appeal and strong customer loyalty. Tapestry leverages a robust global retail and e-commerce strategy to drive growth, while focusing on sustainable practices and inclusivity in its branding. With a commitment to innovation and quality, Tapestry continues to position itself as a leader in the competitive luxury market.",1116132,NYSE,USD,USA,CONSUMER CYCLICAL,LUXURY GOODS,"10 HUDSON YARDS, NEW YORK, NY, UNITED STATES, 10001",https://www.tapestry.com,June,2025-09-30,20753533000,1643700000,77.41,0.323,1.942,1.45,0.0144,1.31,34.19,0.0377,0.212,0.0924,0.161,7207800000,5454500000,1.31,0.62,0.131,121.63,4,12,4,1,0,77.41,18.45,2.879,51.95,3.359,40.47,1.664,118.56,54.0,110.88,91.34,204650000,203661000,0.391,99.039,2025-12-22,2025-12-05,TPR,2025-11-16 08:04:06.167835
TRGP,Common Stock,Targa Resources Inc,"Targa Resources Inc. is a leading provider of natural gas and natural gas liquids services in the United States, headquartered in Houston, Texas. The company boasts an extensive and integrated infrastructure for gathering, processing, and transporting energy resources, positioning it to capitalize on the increasing demand for energy and to contribute to the transition towards cleaner energy alternatives. Targa's focus on operational efficiency and innovative practices not only optimizes its supply chain but also enhances stakeholder value, making it a key player in the dynamic and evolving energy market.",1389170,NYSE,USD,USA,ENERGY,OIL & GAS MIDSTREAM,"811 LOUISIANA STREET, HOUSTON, TX, UNITED STATES, 77002",https://www.targaresources.com,December,2025-09-30,37157396000,4628200000,23.3,1.228,12.6,3.75,0.0221,7.43,80.15,0.0995,0.202,0.0845,0.498,17378099000,6255300000,7.43,0.257,0.078,206.45,5,16,1,0,0,23.3,18.83,2.138,13.73,3.134,11.75,0.902,213.78,143.19,161.78,172.1,214659000,211297000,1.400,94.281,2025-11-17,2025-10-31,TRGP,2025-11-16 08:04:06.725215
TGT,Common Stock,Target Corporation,"Target Corporation is a leading American retail giant known for its wide array of products, ranging from household goods to fashion and electronics, positioned within various formats including traditional discount stores, hypermarkets, and small-format locations. With a strong emphasis on customer experience and affordability, Target leverages its extensive supply chain and innovative merchandising strategies to drive brand loyalty. The company is also increasingly focused on sustainability initiatives and digital transformation, positioning itself well in the competitive retail landscape as it seeks to meet ever-evolving consumer demands. Target remains committed to delivering value while enhancing its omnichannel presence, making it a noteworthy investment opportunity for institutional investors.",27419,NYSE,USD,USA,CONSUMER DEFENSIVE,DISCOUNT STORES,"1000 NICOLLET MALL, MINNEAPOLIS, MN, UNITED STATES, 55403",https://target.com,January,2025-07-31,41177653000,8668000000,10.48,2.341,33.94,4.48,0.0494,8.58,231.36,0.0372,0.0543,0.0614,0.263,105640002000,29404000000,8.58,-0.202,-0.009,100.7,3,6,23,1,4,10.48,11.24,0.39,2.649,0.535,6.57,1.125,150.62,84.29,90.51,100.72,454399000,452972000,0.256,84.651,2025-12-01,2025-11-12,TGT,2025-11-16 08:04:07.279631
TEL,Common Stock,TE Connectivity Ltd,"TE Connectivity Ltd (TEL) is a leading global technology company renowned for its expertise in connectivity and sensor solutions, serving critical sectors such as automotive, aerospace, industrial, and data communications. With a comprehensive portfolio of cutting-edge products essential for data and power transmission, TEL is well-equipped to address the demands of an increasingly interconnected world. The company’s strong focus on research and development enables it to leverage growth opportunities in emerging markets, particularly in electric vehicles and industrial automation, positioning TEL as a key player in driving technological advancement and promoting sustainability.",1385157,NYSE,USD,USA,TECHNOLOGY,ELECTRONIC COMPONENTS,"PARKMORE BUSINESS PARK WEST, BALLYBRIT, IRELAND, H91VN2T",https://www.te.com,September,2025-09-30,69819933000,4206000000,38.47,1.81,42.73,2.72,0.0115,6.17,58.12,0.107,0.198,0.0878,0.146,17262000000,6079000000,6.17,1.453,0.167,269.94,1,12,4,0,1,38.47,22.62,4.045,5.55,4.309,18.06,1.239,250.67,115.38,226.39,180.06,294189000,293674000,0.107,92.611,2025-12-12,2025-11-21,TEL,2025-11-16 08:04:07.833736
TDY,Common Stock,Teledyne Technologies Incorporated,"Teledyne Technologies Incorporated (Ticker: TDY) is a leading American industrial conglomerate specializing in advanced technologies across diverse sectors including instrumentation, digital imaging, aerospace, and communications. The company's extensive portfolio provides critical solutions for environmental monitoring, aerospace systems, and electronic components, serving a wide range of markets from defense to industrial and commercial applications. Teledyne is committed to innovation, leveraging proprietary technologies to deliver high-performance solutions that meet complex global demands. With a robust focus on strategic acquisitions and significant investment in R&D, the company is strategically positioned to capitalize on emerging growth opportunities in a rapidly evolving technological landscape.",1094285,NYSE,USD,USA,TECHNOLOGY,SCIENTIFIC & TECHNICAL INSTRUMENTS,"1049 CAMINO DOS RIOS, THOUSAND OAKS, CA, UNITED STATES, 91360-2362",https://www.teledyne.com,December,2025-09-30,23729500000,1449600000,29.07,0.98,224.94,None,None,17.24,128.39,0.136,0.185,0.0469,0.0813,6005400000,2566300000,17.24,-0.161,0.067,621.73,2,7,1,0,0,29.07,20.79,3.951,2.228,4.253,18.33,1.026,595.99,419,550.79,517.26,46951000,46426500,0.925,97.121,None,None,TDY,2025-11-16 08:04:08.390242
TER,Common Stock,Teradyne Inc,"Teradyne, Inc. is a prominent American provider of automated test equipment (ATE) and connectivity solutions, based in North Reading, Massachusetts. The company focuses on delivering innovative testing solutions for key sectors including semiconductor, electronics, and automotive industries, thereby ensuring the performance and reliability of a diverse range of electronic devices. With a robust emphasis on technological advancement and quality assurance, Teradyne has established itself as a leader in the global testing solutions market, catering to a growing demand for sophisticated and reliable electronic testing systems. Its strong commitment to customer satisfaction and ongoing innovation underpins its competitive advantage in a rapidly changing technological landscape.",97210,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTOR EQUIPMENT & MATERIALS,"600 RIVERPARK DRIVE, NORTH READING, MA, UNITED STATES, 01864",https://www.teradyne.com,December,2025-09-30,26618714000,638937000,61.81,1.435,17.28,0.48,0.0028,2.75,17.8,0.155,0.189,0.0833,0.158,2859571000,1684943000,2.75,-0.157,0.043,184.69,0,10,5,1,1,61.81,32.15,9.31,9.8,9.23,40.71,1.848,191.56,65.6,145.37,106.64,156608000,156001000,0.289,107.141,2025-12-17,2025-11-24,TER,2025-11-16 08:04:08.939955
TSLA,Common Stock,Tesla Inc,"Tesla, Inc. is a leading American electric vehicle and clean energy company headquartered in Palo Alto, California, renowned for its groundbreaking innovations in sustainable transportation and energy solutions. As the market leader, Tesla commanded a 16% share of the global plug-in vehicle market and 23% of the battery-electric vehicle sector as of 2020, reflecting its commitment to pushing the boundaries of electric mobility. The company's diverse portfolio includes electric vehicles, advanced battery technology, and solar energy solutions, with Tesla Energy focusing on battery storage and solar products that enhance renewable energy integration. With strategic investments in production capacity and continued technological advancements, Tesla is well-positioned to capitalize on the accelerating global transition towards sustainable energy.",1318605,NASDAQ,USD,USA,CONSUMER CYCLICAL,AUTO MANUFACTURERS,"1 TESLA ROAD, AUSTIN, TX, UNITED STATES, 78725",https://www.tesla.com,December,2025-09-30,1344795050000,10768000000,276.95,8.02,24.06,None,None,1.46,29.7,0.0531,0.0663,0.0235,0.0679,95632998000,16263999000,1.46,-0.371,0.116,392.32,5,15,17,7,3,276.95,178.57,14.06,16.82,13.77,101.53,1.872,488.54,214.25,429.67,338.5,3325819000,2385677000,12.564,49.583,None,None,TSLA,2025-11-16 08:04:09.489755
TXN,Common Stock,Texas Instruments Incorporated,"Texas Instruments Incorporated (TI), based in Dallas, Texas, stands as a prominent player in the semiconductor industry, recognized for its innovative designs and comprehensive integrated circuit solutions. As one of the top ten semiconductor companies globally by sales, TI caters to a wide range of markets, including automotive, industrial, and consumer electronics, demonstrating a robust commitment to advancing technology across sectors. With a strong emphasis on research and development, the company continues to deliver high-performance products that enable customers to create leading-edge technologies and applications, solidifying its status as a critical partner in the global technology landscape.",97476,NASDAQ,USD,USA,TECHNOLOGY,SEMICONDUCTORS,"12500 TI BOULEVARD, DALLAS, TX, UNITED STATES, 75243",https://www.ti.com,December,2025-09-30,147405914000,7815000000,28.97,1.376,18.29,5.44,0.0335,5.5,18.98,0.292,0.367,0.107,0.298,17266000000,9925000000,5.5,0.007,0.142,189.56,2,13,19,2,2,28.97,23.47,8.54,8.71,8.9,18.95,0.994,218.15,136.55,174.23,183.74,908623000,906242000,0.216,90.712,2025-11-12,2025-10-31,TXN,2025-11-16 08:04:10.052942
